topic_id,created_date,title,posts_count,reply_count,last_post_date
10301,2023-06-21,MAFFT Multisequence alignment,9,6,2023-06-22
10306,2023-06-21,Reference-based RNA-Seq data analysis,2,0,2023-06-21
10304,2023-06-21,Kraken2 databases for taxonomic classification,2,0,2023-06-21
10284,2023-06-20,"MaxQuant does not finish job, running for 6 days",3,0,2023-06-21
8441,2022-08-09,Metilene tool usage,7,2,2023-06-20
10274,2023-06-17,The problem of calling tools,3,1,2023-06-19
10242,2023-06-13,Galaxy europe Maintenance,2,0,2023-06-13
10200,2023-06-07,fgsea and egsea tools,5,1,2023-06-12
10189,2023-06-05,"Tutorials, tools, and custom reference genomes",2,0,2023-06-06
8152,2022-06-02,Visualization of box plot(jqPlot) problem,11,7,2023-06-05
10147,2023-05-30,Snippy to find SNP in bacterial DNA seq,7,3,2023-06-05
10175,2023-06-04,Job waiting to run,3,1,2023-06-05
10158,2023-05-31,Importing demultiplexed FASTQ.QZ files - Galaxy (EU) QIIME2,2,0,2023-05-31
10149,2023-05-30,A problem in the header related to a matrix,4,2,2023-05-30
10133,2023-05-26,Nextcloud integration,4,0,2023-05-29
10130,2023-05-26,Activating virtualenv at .venv Updating service gunicorn Updating service celery Updating service celery-beat,2,0,2023-05-26
10119,2023-05-23,gemını inheritance pattern,2,0,2023-05-24
10114,2023-05-23,I need software to be installed,4,1,2023-05-23
10058,2023-05-15,Dataset error report using qiime2 feature-classifier (naive bayes),6,2,2023-05-18
10074,2023-05-17,Display link to UCSC missing EU,2,0,2023-05-17
9842,2023-04-13,Blast2GO not working,16,10,2023-05-17
10031,2023-05-09,Errors using HiCExplorer HiCPlotTADs,5,2,2023-05-16
9989,2023-05-01,import dataset NCBI,12,10,2023-05-12
8593,2022-09-02,AlphaFold2 Error - Could not find HHsearch database /data/pdb70/pdb70,11,7,2023-05-12
10047,2023-05-11,Not finishing job,2,0,2023-05-11
10033,2023-05-10,Goseq and genome,2,0,2023-05-10
9962,2023-04-26,Downloading datasets using command line NOT WORKING,8,3,2023-05-09
6471,2021-08-05,Version and source of the galaxy built-in genome,3,0,2023-05-05
10013,2023-05-05,Source of built in reference genomes,2,0,2023-05-05
10006,2023-05-04,Continuing the discussion from [RSEM prepare reference tool does not produce valid reference files],2,0,2023-05-04
9983,2023-04-29,KeyError: 'callback_type' when using hyperparameter search on a deep learning model,4,1,2023-05-02
9978,2023-04-28,Sample error in running deseq2,3,1,2023-04-29
9924,2023-04-20,Adding new aa modification (D4-Lysine) to MetaNovo tool,2,0,2023-04-24
9919,2023-04-19,spaln not working,2,0,2023-04-19
9916,2023-04-19,"Circos - can't call method ""colorExact"" error",3,1,2023-04-20
9354,2023-01-26,Other versions for GROMACS,2,0,2023-04-14
9841,2023-04-13,Jobs not running usegalaxy.eu,3,0,2023-04-13
9838,2023-04-12,Compute on rows function failing,4,2,2023-04-13
9782,2023-04-02,Local workflow with medaka fails with error,2,0,2023-04-07
9771,2023-03-31,SnpEff eff: annotate variants is producing errors,3,1,2023-04-01
9756,2023-03-30,Jobs not running in usegalaxy.eu,2,0,2023-03-31
9754,2023-03-30,Failed local file upload with 504 timeout: Resolved at UseGalaxy.eu March 31 2023,6,2,2023-03-31
9738,2023-03-29,jobs not running,2,0,2023-03-29
9725,2023-03-27,Get minimum value per column with Table Compute,3,0,2023-03-28
9714,2023-03-24,ARTIC Minion tool,3,0,2023-03-25
9712,2023-03-24,problem history,2,0,2023-03-24
9711,2023-03-24,cluster command stuck,2,0,2023-03-24
9702,2023-03-22,Feature counting missing counts,4,1,2023-03-23
9603,2023-03-08,Genome build for dog in RNA STAR,6,0,2023-03-20
9664,2023-03-16,FastaQC read quality report,4,2,2023-03-16
8041,2022-05-15,Extract Datasets by multiple element identifiers,3,1,2023-03-16
9662,2023-03-16,extract datasets from collection,2,0,2023-03-16
9606,2023-03-08,Jobs automatically being paused,13,7,2023-03-16
6337,2021-07-08,Possible error in meryl,5,3,2021-07-12
9647,2023-03-15,workflow - output not hidden,2,0,2023-03-15
9619,2023-03-12,An error of limma-voom,2,0,2023-03-14
9578,2023-03-06,Nginx reverse proxy local Galaxy instance does not upload data,5,1,2023-03-11
9405,2023-02-03,Adding --cut_right option for fastp,3,0,2023-03-10
9611,2023-03-09,Server saturated by Spades jobs,2,0,2023-03-09
9612,2023-03-09,Europe server not working,2,0,2023-03-09
9599,2023-03-08,Error with Unique.seq,3,1,2023-03-08
9567,2023-03-05,History is missing,19,13,2023-03-08
9584,2023-03-07,Problem importing history from Galaxy.org to Galaxy.eu,4,1,2023-03-07
9577,2023-03-06,display option in history,3,0,2023-03-07
9571,2023-03-06,From TXIMPORT to EdgeR?,2,0,2023-03-06
9546,2023-03-02,annotateMyIDs failure,4,2,2023-03-06
9423,2023-02-07,"GTN material ""MaxQuant and MSstats for the analysis of TMT data"" fails.",2,0,2023-03-01
9440,2023-02-09,Mageck count error: Cannot automatically determine the --trim-5 length,2,0,2023-03-01
9472,2023-02-15,DRAM creating no output,2,0,2023-03-01
9480,2023-02-17,Met frag Dataset Error Report,2,0,2023-03-01
9526,2023-02-28,RNA-seq reads to counts with pair-end data,2,0,2023-02-28
9519,2023-02-27,Error for basically everything,3,0,2023-02-28
9508,2023-02-24,How to merge multiple fastq.gz files from one sample into one fastq.gz file,4,1,2023-02-27
9491,2023-02-20,Search results visible only for a split second,6,3,2023-02-21
8687,2022-09-19,MaxQuant- Fatal error: Exit code 134 (),2,0,2022-09-19
4428,2020-09-08,Check for strandedness,5,4,2023-02-13
9398,2023-02-02,Funannotate functional,2,0,2023-02-10
9208,2022-12-20,CVMFS twobit indexes for hg38 not downloaded as reference,4,2,2023-02-10
8858,2022-10-18,Problem with Uniclycler,8,6,2023-02-10
6496,2021-08-10,MiXCR failing to extract VDJ from B cell fastq.gz,5,2,2023-02-10
6940,2021-10-28,MiXCR clonotype data,11,8,2023-02-10
8838,2022-10-14,"Circos ""colorExact"" error",3,0,2023-02-07
9388,2023-02-01,problems connecting with API,1,0,2023-02-01
9381,2023-01-31,ftp not responding,3,0,2023-01-31
8969,2022-11-07,"Repeated ""empty input datasets"" error message",3,1,2022-11-08
9221,2022-12-24,how to convert the value from logarithm to normal?,13,6,2023-01-30
9369,2023-01-29,Using Send Data/Send to cloud to move data to S3,1,0,2023-01-29
9347,2023-01-25,Adding new Reference genomes to the DeepVariant deep learning-based variant caller,2,0,2023-01-26
9356,2023-01-26,v3v4 region parameters,1,0,2023-01-26
9342,2023-01-24,"""TEtranscripts annotates reads to genes and transposable elements (Galaxy Version 2.2.3+galaxy0)"" this latest version does not operate.",3,0,2023-01-25
9253,2023-01-06,molecular dynamics workflow stuck,4,1,2023-01-24
9251,2023-01-06,Workflow invocation scheduling failed - Galaxy EU,2,0,2023-01-14
9288,2023-01-13,Request to add DeepBGC to Galaxy Africa,3,1,2023-01-13
9266,2023-01-10,Unicycler doesn't combine two datasets,3,0,2023-01-12
9257,2023-01-08,Failed trinity assembly,4,1,2023-01-12
9269,2023-01-10,obtain 3'UTR sequences from assembled transcripts,2,0,2023-01-11
9268,2023-01-10,Dataset Error Report,2,0,2023-01-10
9263,2023-01-09,Error while uploading bam file to Galaxy,2,0,2023-01-10
9215,2022-12-22,Deepvariant tool installation error on local Galaxy,3,1,2023-01-03
9234,2023-01-01,using published genomic data,2,0,2023-01-03
9228,2022-12-28,Cannot install r packages in the interactive session,1,0,2022-12-28
9159,2022-12-10,Ability to transfer jobs between two accounts,3,1,2022-12-18
9179,2022-12-14,Problem with visualization of RNA-Seq results with Volcano Plot (issue with pvalue=0 & NA),5,2,2022-12-16
9156,2022-12-09,"Scanpy RunPCA on tutorial, erroring out for me",3,1,2022-12-14
9075,2022-11-21,How Paste tool works,3,2,2022-11-23
9158,2022-12-09,Deep learning tutorial,1,0,2022-12-09
9113,2022-11-30,Will ampvos2 tool will be available in Galaxy EU?,8,2,2022-12-08
8109,2022-05-26,RSEM prepare reference tool does not produce valid reference files,2,0,2022-12-07
9131,2022-12-05,Getting files from history download with proper sample names,5,0,2022-12-07
9098,2022-11-28,Trinity ended; no assembly,4,1,2022-12-06
9127,2022-12-03,Tools for finding quadrants,2,0,2022-12-05
9105,2022-11-28,how can I find out the highest and lowest expression values?,3,0,2022-12-03
9119,2022-11-30,What is unassigned ambiguity and unassigned multimapping in the featureCount tool?,2,0,2022-12-01
9013,2022-11-11,Racon/minimap2 error,5,0,2022-11-30
9108,2022-11-29,Genome of interest is not listed- Run a Bowtie2 when the reference genome are no listed in options,2,0,2022-11-29
8982,2022-11-08,Error STAR .bam to StringTie DESeq2/Limma-voom,4,1,2022-11-24
8954,2022-11-03,differential gene expression analysis by denovo data,2,0,2022-11-24
9086,2022-11-23,trinity runing problem,5,1,2022-11-23
9073,2022-11-21,Problem in dowloading file in Galaxy Europe,2,0,2022-11-23
9054,2022-11-17,What tool should I use?,3,1,2022-11-18
9033,2022-11-16,Meganization of DIAMOND files on Galaxy Europe running for more than a week,3,1,2022-11-16
9009,2022-11-10,Smoothing a plotprofile graph,1,0,2022-11-10
8582,2022-09-01,Multiple featureCounts let RNAseq workflow not run,5,3,2022-11-10
8979,2022-11-08,Error browsing files,2,0,2022-11-08
8943,2022-11-01,RNA STAR analysis: Reads per gene,2,0,2022-11-08
8964,2022-11-06,how to do RNA STAR with Borrelia burgdorferi data,2,0,2022-11-07
8894,2022-10-25,new annotated bacterial genome,4,1,2022-10-26
8908,2022-10-26,featurecounts error using BAM and gff3 files,2,0,2022-10-26
8885,2022-10-21,RNA STAR error: file does not contain alignment data,3,0,2022-10-21
8881,2022-10-21,Average wall time for tools,2,0,2022-10-21
8880,2022-10-21,Galaxy EU Trinity Problem,2,0,2022-10-21
8875,2022-10-20,Paired-End RNA Seq Trimming Workflow,1,0,2022-10-20
8855,2022-10-18,History bug trying to scroll,2,0,2022-10-18
8854,2022-10-18,fastq file not accepted in minimap2 self-mapping mode,3,1,2022-10-18
8842,2022-10-15,Importing history between different Galaxy instances fails,8,4,2022-10-18
8479,2022-08-15,FTP file download error (history archive),3,1,2022-10-17
7788,2022-03-30,Circos Tiles plot,2,1,2022-03-31
8824,2022-10-13,Snippy tool bug?,6,2,2022-10-14
8791,2022-10-06,"RNA Seq, error alignment after trimming",8,3,2022-10-14
8730,2022-09-26,Error_data import from Galaxy history into rstudio,4,2,2022-10-13
8825,2022-08-01,Ensembl FTP file download,1,0,2022-08-01
8783,2022-10-04,Error of inspect anndata,10,7,2022-10-06
8782,2022-10-04,Sixpack tool running error,4,2,2022-10-04
8753,2022-09-28,Modify GTF datasets with select tool,4,2,2022-09-28
8646,2022-09-11,Trinity genome-guided assembly produces empty files despite the job being completed successfully,8,5,2022-09-28
8716,2022-09-23,FastQC not running,6,4,2022-09-28
6381,2021-07-20,Couldn't annotate any gene Name using Annotate DESeq2/DEXSeq output tables,6,2,2021-07-31
7529,2022-02-14,Merge Gromacs Topologies tool not found?,6,2,2022-09-23
8719,2022-09-23,Running a Hicup Pipeline for a DNAse Hi-C,2,0,2022-09-23
8326,2022-07-17,Any tools to merge two de novo genomic assemblies?,5,2,2022-09-23
8497,2022-08-20,To run longer simulation like 100ns,2,0,2022-09-23
8453,2022-08-11,Overlapping genelist,2,0,2022-09-21
8658,2022-09-12,Not getting output from Inspect AnnData tool,3,1,2022-09-14
8160,2022-06-05,Filter BAM dataset on spliced alignments,2,0,2022-09-21
8532,2022-08-25,Free Energy Calculation from DCD Trajectory?,2,0,2022-09-21
6923,2021-10-26,Use blastx on Galaxy,9,7,2021-10-29
8696,2022-09-20,jobs are not running or currently running for a long time,2,0,2022-09-20
8689,2022-09-19,augustus: ERROR,2,0,2022-09-19
8682,2022-09-19,Power Effect on Spectra,1,0,2022-09-19
8665,2022-09-14,Custom operations table compute,3,0,2022-09-16
8639,2022-09-10,mapping file - DESeq2 error,2,0,2022-09-12
8568,2022-08-31,Problem using Import Anndata tool,4,2,2022-09-06
8597,2022-09-03,Help with chipseq workflow to find motifs and genome ontology data,2,0,2022-09-05
8436,2022-08-08,Help! A weird error about hyperparameter selection in tutorial workflow,4,1,2022-09-03
8575,2022-08-31,Genome builds for sheep and goat,9,6,2022-09-01
8548,2022-08-29,Position restraints error !!!,7,2,2022-08-31
8542,2022-08-27,Is it possible to include EasyFig in Galaxy?,2,0,2022-08-30
8398,2022-08-01,Trinity tool error,4,1,2022-08-29
8405,2022-08-02,regd fastqc ouput,2,0,2022-08-26
8425,2022-08-05,why i am getting error in deseq 2 ?,2,0,2022-08-26
8521,2022-08-25,How to access collection details?,2,0,2022-08-25
8512,2022-08-23,Add Tool - redundans,3,0,2022-08-23
8505,2022-08-22,Gubbins is not work,3,1,2022-08-23
8509,2022-08-23,Possible to download Bismark indexed genome?,2,0,2022-08-23
8488,2022-08-17,Funannotate predict has taken 5 days to run—normal?,2,0,2022-08-22
8391,2022-07-31,"Error when running ""Trimmomatic flexible read trimming tool for Illumina NGS data"" on RNA seq data",2,0,2022-08-10
8362,2022-07-26,regarding MULTIQC not working,5,2,2022-07-26
8331,2022-07-18,Make variable names unique,3,0,2022-07-19
8306,2022-07-11,Using Scanpy to process single cell data,5,3,2022-07-19
8333,2022-07-19,Fastq de-interlace,2,0,2022-07-19
8165,2022-06-07,Error message when loading RNAStar,4,2,2022-07-12
8277,2022-07-01,error in vina results,1,0,2022-07-01
8252,2022-06-27,"failed to install galaxy local instance on virtual machine, via ansible",3,0,2022-06-28
7409,2022-01-27,circRNA identification,3,1,2022-06-25
8111,2022-05-26,Trim Galore! can't recognize FASTQ files,2,0,2022-06-24
3590,2020-05-06,Merging VCF files,3,2,2022-06-16
8157,2022-06-03,How to include new variable modifications which are absent in the list?,5,3,2022-06-10
8167,2022-06-08,Job failure CutAdapt,3,1,2022-06-09
6884,2021-10-19,How to 'force=TRUE' in Human Methylation BeadChip module,7,4,2022-06-08
8116,2022-05-27,Cant reach usegalaxy.eu,2,0,2022-05-27
8108,2022-05-26,Missing gene names in DropletUtils/ RaceID output,3,1,2022-05-26
8096,2022-05-25,DESeq2 alternative hypotheses,1,0,2022-05-25
8034,2022-05-13,exome sequencing GEMINI load error,7,4,2022-05-25
8089,2022-05-23,DEseq2 pairwise comparison,2,0,2022-05-23
8062,2022-05-18,UseGalaxy.eu -- unexpected server behavior May 2022,3,0,2022-05-18
8042,2022-05-16,Maxquant errorc for dotnet,2,0,2022-05-16
8031,2022-05-13,Conversion of BAM files to bigwig,1,0,2022-05-13
8002,2022-05-08,FTP Upload Fail - No certificates popped up,5,1,2022-05-11
7998,2022-05-08,Edit chromosome identifiers in VCF files,2,0,2022-05-08
7964,2022-05-01,mapping to human reference genome,4,2,2022-05-04
7957,2022-04-30,incorrect link to bam download,9,3,2022-05-03
7943,2022-04-27,Problem with featureCounts tool,3,0,2022-04-30
7909,2022-04-22,HISAT2 against miRNA in smallRNA protocol,2,0,2022-04-29
7913,2022-04-23,Deseq2 error RNA seq analysis,2,0,2022-04-29
7881,2022-04-19,Problem using UMI-tools extract,3,2,2022-04-26
7912,2022-04-23,Different tools available...any idea why?,2,0,2022-04-25
7907,2022-04-22,file upload fails,2,0,2022-04-22
7905,2022-04-21,Featurecounts error - RNA seq data,3,1,2022-04-22
7884,2022-04-20,PIPmiR runs too long time,3,0,2022-04-22
7865,2022-04-14,Rarefaction curve from Roary output,2,0,2022-04-21
7868,2022-04-14,Trinity queued for long,2,0,2022-04-19
7342,2022-01-18,SARS-CoV-2 ARCTIC V4 files,23,14,2022-04-16
7851,2022-04-11,Workflow invocation issues,1,0,2022-04-11
2327,2019-10-22,Masigpro tool Error,9,5,2022-04-07
2924,2020-02-05,Error when opening shared history / shared data,4,2,2022-04-03
7673,2022-03-13,Deep learning architecture,9,5,2022-03-30
7775,2022-03-29,Cannot find hmmscan database,1,0,2022-03-29
7763,2022-03-28,Galaxy server read uploded .pdb file as text format,2,0,2022-03-28
7693,2022-03-16,Error when trying to use GROMACS on PDB of Protein-Protein Complex,5,2,2022-03-21
7716,2022-03-21,workflow invocation failed,2,0,2022-03-21
7677,2022-03-14,Circos Plot: Job waiting to run > 72 hours,6,2,2022-03-21
7692,2022-03-16,Failing uploading data,6,0,2022-03-16
7619,2022-03-02,Trouble connecting to server with FTP,5,1,2022-03-04
7629,2022-03-03,Problems accessing the site,3,1,2022-03-03
7607,2022-02-26,Data upload fails,3,1,2022-02-26
7597,2022-02-25,Alignment with UMI,1,0,2022-02-25
7549,2022-02-18,FASTA Header Changes not shown in BLAST database,4,2,2022-02-23
5666,2021-03-19,Lumpy preprocessing: empty output,10,7,2022-02-13
7492,2022-02-08,"""This is a new dataset and not all of its data are available yet""",2,0,2022-02-08
7434,2022-02-01,paired-end RNA seq with biological replicates,10,6,2022-02-07
4320,2020-08-19,Maxquant tool error,5,0,2022-02-05
7459,2022-02-03,Subsetting VCF by regions in BED,2,0,2022-02-05
7446,2022-02-03,Error: Duplicate seq_ids are found,4,2,2022-02-04
7301,2022-01-11,Makeblastdb: Job output not returned from cluster error,4,0,2022-02-03
7343,2022-01-18,"Stacks : de novo map ending in ""unable to finish job""",6,4,2022-02-02
7436,2022-02-01,Uploading data from google drive,3,1,2022-02-01
7363,2022-01-20,Is there a protocol for miRNA Sequencing?,4,0,2022-01-25
7165,2021-12-09,History imported by user via link is locked/greyed out,3,0,2022-01-25
7354,2022-01-19,Long Job using minimap2,6,3,2022-01-24
7225,2021-12-23,Long Job using Flye and quota usage disappeared,16,5,2022-01-23
7364,2022-01-20,heatmap2 row labels too big,3,0,2022-01-21
7328,2022-01-17,Database generated from CAT prepare exceed the account quota,7,5,2022-01-18
7303,2022-01-11,RNA STAR high percentage of unmapped reads: too short,12,6,2022-01-18
7323,2022-01-16,Bowtie2 output data type not recognised in workflow designer,9,4,2022-01-16
7315,2022-01-13,"Tool ""spot_detection_2d"" missing on usegalaxy.eu",4,1,2022-01-15
7291,2022-01-08,HyPhy analysis tools and workflows,3,1,2022-01-13
7305,2022-01-11,new tools integration,3,0,2022-01-13
7202,2021-12-18,Problem using the Generalized linear model tool,2,0,2022-01-05
7196,2021-12-16,delay in the job run (vsearch dereplication),10,8,2022-01-06
7206,2021-12-19,"Stacks2 process_radtags doesn't have a ""no barcode"" option",2,0,2022-01-03
7221,2021-12-22,Paused jobs in iCLIP Workflow,2,0,2022-01-03
6927,2021-10-26,Loading larger files to public Galaxy servers: Use FTP,10,3,2021-12-21
7155,2021-12-07,Roary - bug with names,2,0,2021-12-20
7157,2021-12-07,Rstudio in galaxy doesn't finish running,1,0,2021-12-07
7130,2021-12-01,salmon quantmerge giving fewer rows than expected,1,0,2021-12-01
7121,2021-11-30,Filtering normalize read counts,2,0,2021-12-01
7129,2021-12-01,Downloading a whole History,2,0,2021-12-01
5442,2021-02-24,Proteomics analysis in a mixed plate with TMT16plex,2,0,2021-11-22
6913,2021-10-23,What is Normalization method used in Deseq2 galaxy,4,1,2021-11-22
7054,2021-11-19,FTP upload could not connect to server,4,1,2021-11-21
7018,2021-11-10,Kraken: how do I get a Kmer distribution?,3,0,2021-11-17
7013,2021-11-09,Tools update request,3,1,2021-11-17
7024,2021-11-11,Long Time for Bismark Methylation Extractor,2,0,2021-11-11
4710,2020-10-25,Empty InterproScan output,4,0,2021-11-10
6999,2021-11-08,Tabular file format,2,0,2021-11-08
6997,2021-11-08,Adding custom tools not working as in tutorial,4,2,2021-11-08
6989,2021-11-07,Request Entity Too Large (413) -- Try FTP Upload,2,0,2021-11-08
6988,2021-11-07,ATAC-Seq TSS-enrichment-Score,1,0,2021-11-07
6981,2021-11-05,Downloading paired end data,4,2,2021-11-05
5949,2021-05-14,MiGMAP long run time,19,13,2021-10-28
6938,2021-10-28,Veen diagram using several datasets,1,0,2021-10-28
6855,2021-10-18,usegalaxy.eu: gz file getting corrupted during ftp import cycle,7,2,2021-10-27
6339,2021-07-09,Data upload problem,4,1,2021-07-12
6919,2021-10-25,Any way to align a single cDNA sequence against the raw nanopore data?,3,1,2021-10-25
6901,2021-10-21,Problem deleting datasets in galaxy europe,6,1,2021-10-25
6909,2021-10-22,Troubleshooting import from a shared Data Library to a history,2,0,2021-10-22
6806,2021-10-09,Errors using Maker in Galaxy Europe,6,1,2021-10-21
6890,2021-10-20,Salmon quantification using Ensembl references,5,1,2021-10-21
6878,2021-10-19,Concatenate datasets not concatenating properly,4,1,2021-10-19
6856,2021-10-18,Datasets transfer from usegalaxy.org to usegalaxy.eu,20,18,2021-10-19
3598,2020-05-06,Help needed regarding usegalaxy.eu and usegalaxy.org,6,3,2021-10-18
6848,2021-10-16,Trim Galore! is missing,2,0,2021-10-16
6815,2021-10-12,Error while connecting to usegalaxy.eu server,3,1,2021-10-14
6816,2021-10-12,Where will i get fasta file for template alignment in usegalaxy.eu,1,0,2021-10-12
6798,2021-10-07,Uploading GTF file from local disk gives Warning: Request Entity Too Large (413),4,0,2021-10-08
6773,2021-10-02,Bos taurus 9 as reference genome for Hisat2,4,1,2021-10-06
4160,2020-07-27,Error on DADA2 merge pairs,3,0,2021-09-28
6726,2021-09-26,Importing multiple datasets into one folder,1,0,2021-09-26
5981,2021-05-19,unable to save file from ethercalc interactive tool,2,0,2021-09-24
6670,2021-09-13,RNA STAR error on trimmomtaic files,8,3,2021-09-14
6221,2021-06-18,How to do Augustus training or Maker training?,24,15,2021-09-12
6642,2021-09-07,Protein-ligand docking via AutoDock Vina,2,0,2021-09-08
6489,2021-08-09,Tool error in protein-ligand md simulation in Gromacs,14,11,2021-09-06
6603,2021-08-31,Gaps in the genome assembly,1,0,2021-08-31
6574,2021-08-25,RNAseq variant calling,5,1,2021-08-28
6586,2021-08-27,problem to select multiple file from ftp directory to load on galaxy,4,1,2021-08-28
6437,2021-07-30,"problem by following ""Generating a single cell matrix using Alevin By: Wendi Bacon, Jonathan Manning""",2,0,2021-08-27
5736,2021-04-02,Why has the FTP upload link disappeared?,5,2,2021-08-27
6554,2021-08-20,input paired end file,2,0,2021-08-25
6566,2021-08-23,"How to generate ASVs on on from Mothur tutorial on galaxy -- Resolved, OTU == ASV",2,0,2021-08-23
6524,2021-08-17,Lofreq filter hangup on Galaxy ARTIC workflow,3,0,2021-08-18
6534,2021-08-17,Manipulating interleaved/interlaced fastq data,3,1,2021-08-17
6528,2021-08-17,How to convert raw sequence to FASTA format with awk,1,0,2021-08-17
6527,2021-08-17,tool error in protein-ligand md simulation,1,0,2021-08-17
6500,2021-08-11,Generate spectral library using diapysef without iRT file,1,0,2021-08-11
6483,2021-08-08,Problem with generating history archive and DeSeq2,1,0,2021-08-08
6468,2021-08-05,"What is the rdata.sce data type? As used by scater, scEasy",1,0,2021-08-05
6452,2021-08-02,DegNorm tool for Galaxy,1,0,2021-08-02
6451,2021-08-02,"Some tools can not be found by learning ""Generating a single cell matrix using Alevin By: Wendi Bacon Jonathan Manning""",1,0,2021-08-02
6392,2021-07-22,Nucmer output plot,3,1,2021-07-24
6400,2021-07-23,my assembly is not running,2,0,2021-07-23
3848,2020-06-03,Hi-C hicexplorer how to compare 2 hi-c matrices?,2,0,2021-07-22
6384,2021-07-20,Incorrect number of dimensions: Infinium Human Methylation BeadChip,2,0,2021-07-21
6379,2021-07-20,Cuffmerge problem,5,1,2021-07-20
6343,2021-07-10,Persistent error trying to run pipeline,6,3,2021-07-14
6328,2021-07-07,snippy tool update request,4,1,2021-07-09
6295,2021-07-01,How to use DELLY with Galaxy,4,1,2021-07-03
6272,2021-06-28,QualiMap Multi-Sample BamQC does not load in center panel,15,11,2021-07-02
6297,2021-07-01,Incomplete uploading from ENA's EBI SRA -- Solution: try NCBI SRA instead,3,0,2021-07-02
5888,2021-04-30,DEseq2 error with different numbers of rows,13,9,2021-05-13
6229,2021-06-20,picrust tutorial,4,1,2021-06-23
6089,2021-06-03,Need help with Fastp outpout,3,0,2021-06-22
6239,2021-06-22,Read length distribution of sRNA?,2,0,2021-06-22
6220,2021-06-18,Annotate Genomic coordinates/ regions,4,0,2021-06-21
6224,2021-06-18,Error when importing dataset to Rstudio,5,3,2021-06-18
6144,2021-06-08,Trouble accessing the UseGalaxy webpage,11,7,2021-06-17
6200,2021-06-14,Customized adapter trimming for WGBS Galaxy(.eu) Workflow,7,4,2021-06-17
6215,2021-06-17,how merge fastq files for MetaSPAdes,2,0,2021-06-17
6014,2021-05-24,MethylDackel running time too long,18,13,2021-06-15
6189,2021-06-13,Disk memory allocated exceeded,4,1,2021-06-13
6177,2021-06-11,Bowtie2 tool error,3,1,2021-06-12
6181,2021-06-11,Uncaught exception in exposed API method -- UseGalaxy.eu server issue - RESOLVED,4,1,2021-06-11
6178,2021-06-11,annotate my IDs server problem --- UseGalaxy.eu server issue -- RESOLVED,4,1,2021-06-11
6174,2021-06-11,BUSCO analysis only shows the full table without a short summary,3,1,2021-06-11
6162,2021-06-09,Extract a subsequence from the whole genome assembly?,12,6,2021-06-11
6150,2021-06-09,Using GTF2 to generate a filtered FASTA and transcript-gene map,5,2,2021-06-11
6160,2021-06-09,Read length in fq.gz file,3,0,2021-06-10
6135,2021-06-08,Join two datasets,4,2,2021-06-08
6108,2021-06-05,Searching the tool panel -- Example at UseGalaxy.eu for tool MethylDackel,3,1,2021-06-07
6024,2021-05-25,Long run time eggNOG,3,0,2021-06-01
3781,2020-05-25,HISAT2 errors meaning,9,5,2021-05-27
5977,2021-05-19,Very long running time for RepeatMasker?,10,7,2021-05-21
5984,2021-05-19,Messy Infernal (cmscan) output,1,0,2021-05-19
5961,2021-05-17,Upload File from your computer failed on release_21.01,2,0,2021-05-17
5927,2021-05-09,Transcriptome tutorial files,2,0,2021-05-09
5874,2021-04-28,annotateMyIDs fatal error code 1,4,2,2021-05-03
5857,2021-04-22,Je-demultiplex output in workflows,2,0,2021-04-23
5850,2021-04-22,PEAKachu peak caller in Galaxy CLIPseq training not calling the RBFOX2 peak published by van Nostrand 2016.,2,0,2021-04-22
5729,2021-04-01,PureCLIP does not finish job and keeps saying: job currently running.,3,1,2021-04-22
5845,2021-04-21,"Q: Which steps should I follow to answer this question? A: Using the tool ""Group"" to summarize data",2,0,2021-04-21
2548,2019-11-27,Fastq Manipulation: Trimming user-specified regions,4,1,2021-04-21
5761,2021-04-08,miRNA featureCounts,2,0,2021-04-15
5694,2021-03-25,hicbuildmatrix: Please verify this parameter.,2,0,2021-04-15
5228,2021-01-19,"Running large-scale jobs with ""Faster Download and Extract Reads in FASTQ """,2,0,2021-04-06
2148,2019-09-20,Problem displaying data on UCSC Cell Browser,4,1,2021-04-02
5695,2021-03-25,Old MultiQC version,1,0,2021-03-25
5579,2021-03-11,SnpEff4.3 GRCh37.75: Which Ensemble Build is used?,3,0,2021-03-21
5173,2021-01-11,"Reference annotation GTF options for UCSC's mouse builds mm9, mm10",5,3,2021-03-18
5628,2021-03-16,how to upload BAM format from SRA database in GALAXY,3,1,2021-03-16
5593,2021-03-12,Parallel use of ustacks,3,1,2021-03-15
5620,2021-03-15,How to find all of your data and make space for new work: Tutorial,3,0,2021-03-15
5581,2021-03-11,Aligning reads to custom plasmid sequence,3,0,2021-03-14
5613,2021-03-14,Issue with shared history not giving permission to view data.,2,0,2021-03-14
5524,2021-03-05,Citing Galaxy EU,11,6,2021-03-08
5543,2021-03-07,PCA analysis of bed files,2,0,2021-03-07
5438,2021-02-23,Stacks2: process_Radtags won't find paired-end data,17,11,2021-03-01
5453,2021-02-25,Trimming before Stacks,3,1,2021-03-01
4432,2020-09-09,Wallace interactive tool not available,2,0,2021-03-01
5428,2021-02-22,Interactive Jupyter Notebook doesn't add to my history.,4,1,2021-02-23
5415,2021-02-19,problem with goseq and fgsea,2,0,2021-02-22
5399,2021-02-16,Pipeline Builder - error in running,2,0,2021-02-16
5390,2021-02-15,QualiMap counts,3,0,2021-02-16
