citing_doi	year	title	venue	authors
10.1093/nar/gkz440	2019	BioUML: an integrated environment for systems biology and collaborative analysis of biomedical data	Nucleic Acids Research	Fedor Kolpakov, Ilya R. Akberdin, Timur A. Kashapov, llya Kiselev, Semyon K. Kolmykov, Yury V. Kondrakhin, Elena O. Kutumova, Nikita Mandrik, Sergey S. Pintus, Anna S. Ryabova, Ruslan Sharipov, Ivan Yevshin, Alexander E Kel
10.1016/j.soilbio.2019.107696	2019	Biogeographic patterns of microbial association networks in paddy soil within Eastern China	Soil Biology and Biochemistry	Xiaoling Wan, Qun Gao, Jianshu Zhao, Jiajie Feng, Joy D. Van Nostrand, Yunfeng Yang, Jizhong Z. Zhou
10.1016/b978-0-12-815379-6.00018-0	2019	Bioinformatics	Elsevier eBooks	Hector F. Espitia-Navarro, Lavanya Rishishwar, Leonard W. Mayer, I. King Jordan
10.1186/s12859-019-2805-6	2019	Bioinformatics Resource Manager: a systems biology web tool for microRNA and omics data integration	BMC Bioinformatics	Joseph Brown, Aaron R. Phillips, David A. Lewis, Michael-Andres Mans, Yvonne Chang, Robert L. Tanguay, Elena Peterson, Katrina M. Waters, Susan C. Tilton
10.1002/pmic.201800489	2019	Bioinformatics Tools and Workflow to Select Blood Biomarkers for Early Cancer Diagnosis: An Application to Pancreatic Cancer	PROTEOMICS	Yves Vandenbrouck, David Christiany, Florence Combes, Valentin Loux, Virginie Brun
10.70675/7f709739z9922z41f7z9144zdf4e76b0462b	2019	Bioinformatique pour l’exploration de la diversité inter-espèces et inter-populations : hétérogénéité & données multi-omiques		Yannick Cogne
10.1128/jvi.01998-18	2019	Biological and Molecular Characterization of Chenopodium quinoa Mitovirus 1 Reveals a Distinct Small RNA Response Compared to Those of Cytoplasmic RNA Viruses	Journal of Virology	Luca Nerva, Gianpiero Vigani, Dario Di Silvestre, M. Ciuffo, Marco Forgia, Walter Chitarra, Massimo Turina
10.1093/bioinformatics/btz107	2019	Biomolecular Reaction and Interaction Dynamics Global Environment (BRIDGE)	Bioinformatics	Tharindu Senapathi, Simon A. Bray, Christopher B. Barnett, Björn Andreas Grüning, Kevin J. Naidoo
10.1093/gigascience/giz041	2019	Bioportainer Workbench: a versatile and user-friendly system that integrates implementation, management, and use of bioinformatics resources in Docker environments	GigaScience	Fabiano Bezerra Menegídio, David Aciole Barbosa, Rafael dos S Gonçalves, Marcio M Nishime, Daniela Leite Jabes, Regina Costa de Oliveira, Luiz R. Nunes
10.1038/s41467-019-11377-5	2019	Bis-naphthopyrone pigments protect filamentous ascomycetes from a wide range of predators	Nature Communications	Yang Xu, María Viñas, Albatol Alsarrag, Ling Su, Katharina Pfohl, Marko Rohlfs, Wilhelm Schäfer, Wei Chen, Petr Karlovský
10.1016/j.tibs.2019.06.004	2019	Bringing Molecular Dynamics Simulation Data into View	Trends in Biochemical Sciences	Peter Werner Hildebrand, Alexander Rose, Johanna K. S. Tiemann
10.1128/jvi.00373-19	2019	C19ORF66 Broadly Escapes Virus-Induced Endonuclease Cleavage and Restricts Kaposi’s Sarcoma-Associated Herpesvirus	Journal of Virology	William J. Rodriguez, Kumaraman Srivastav, Mandy Muller
10.1101/809384	2019	Cascabel : a flexible, scalable and easy-to-use amplicon sequence data analysis pipeline	bioRxiv (Cold Spring Harbor Laboratory)	Alejandro Abdala Asbun, Marc Besseling, Sergio Balzano, Judith D. L. van Bleijswijk, Harry J. Witte, Laura Villanueva, Julia C. Engelmann
10.1038/s41467-019-12355-7	2019	Catalytically inactive Dnmt3b rescues mouse embryonic development by accessory and repressive functions	Nature Communications	Paweł Nowialis, Katarína Lopušná, Jana Opavska, Staci L. Haney, Ajay M Abraham, Peike Sheng, Alberto Riva, Amarnath Natarajan, Olga A. Guryanova, Melanie A. Simpson, Ryan A. Hlady, Mingyi Xie, René Opavský
10.1101/744615	2019	Cellular and molecular mechanisms of photoreceptor tuning for prey capture in larval zebrafish	bioRxiv (Cold Spring Harbor Laboratory)	Takeshi Yoshimatsu, Cornelius Schröder, Noora Emilia Nevala, Philipp Berens, Tom Baden
10.1101/524959	2019	Chaperone-mediated ordered assembly of the SAGA and NuA4 transcription co-activator complexes	bioRxiv (Cold Spring Harbor Laboratory)	Alberto Elías-Villalobos, Damien Toullec, Céline Faux, Martial Sevéno, Dominique Helmlinger
10.1038/s41467-019-13243-w	2019	Chaperone-mediated ordered assembly of the SAGA and NuA4 transcription co-activator complexes in yeast	Nature Communications	Alberto Elías-Villalobos, Damien Toullec, Céline Faux, Martial Sevéno, Dominique Helmlinger
10.1089/fpd.2019.2701	2019	Characterization of Salmonella enterica Isolates from Selected U.S. Swine Feed Mills by Whole-Genome Sequencing	Foodborne Pathogens and Disease	Valentina Trinetta, Gabriela Magossi, Marc W. Allard, Sandra M. Tallent, Eric W. Brown, Sara Lomonaco
	2019	Characterization of the Cohesin Complex in the Model Organism Neurospora Crassa	Scholars' Bank (University of Oregon)	Chaney Michael Hart
10.1101/854778	2019	Cis-regulatory analysis of Onecut1 expression in fate-restricted retinal progenitor cells	bioRxiv (Cold Spring Harbor Laboratory)	Sruti Patoori, Nathalie Jean-Charles, Ariana Gopal, Sacha Sulaiman, Sneha Gopal, Brian Zhiyang Wang, Benjamin Souferi, Mark M. Emerson
10.1187/cbe.18-07-0116	2019	Classroom as Genome: Using the Tools of Genomics and Bioinformatics to Illuminate Classroom Observation Data	CBE—Life Sciences Education	Robert M. Erdmann, Marilyne Stains
10.1093/bioinformatics/btz472	2019	Cloud bursting galaxy: federated identity and access management	Bioinformatics	Vahid Jalili, Enis Afgan, James Taylor, Jeremy Goecks
10.3390/genes10100749	2019	Coding RNA Sequencing of Equine Endometrium during Maternal Recognition of Pregnancy	Genes	Kristin Klohonatz, Stephen J. Coleman, Alma Islas‐Trejo, Juan F F Medrano, Ann M. Hess, Ted Kalbfleisch, Milton Thomas, Gerrit J. Bouma, Jason Edward Bruemmer
10.4028/www.scientific.net/msf.967.65	2019	Collection of Mitochondrial tRNA Sequences and Anticodon Identification for Acheta domesticus	Materials science forum	Yash Gupta, Kittisak Buddhachat, Surin Peyachoknagul, Somjit Homchan
10.70675/df8d5bddz7fd8z4510za8b0z2d2b5dd1b937	2019	Colonisation digestive par entérobactéries productrices de carbapénémase dans un modèle murin : aggravation de la pneumopathie à Pseudomonas aeruginosa		Rémi Le Guern
10.1093/bib/bbz075	2019	Community curation of bioinformatics software and data resources	Briefings in Bioinformatics	Jon Ison, Hervé Ménager, Bryan Brancotte, Erik Jaaniso, Ahto Salumets, Tomáš Raček, Anna‐Lena Lamprecht, Magnus Palmblad, Matúš Kalaš, Piotr Jaroslaw Chmura, John M. Hancock, Veit Schwämmle, Hans-Ioan Ienasescu
10.1101/648246	2019	Comparative Tn-Seq reveals common daptomycin resistance determinants in Staphylococcus aureus despite strain-dependent differences in essentiality of shared cell envelope genes	bioRxiv (Cold Spring Harbor Laboratory)	Kathryn A. Coe, Wonsik Lee, Gloria Komazin-Meredith, Timothy Charles Meredith, Yonatan Hagai Grad, Suzanne Walker
10.1186/s12864-019-6206-z	2019	Comparative genomics reveals a novel genetic organization of the sad cluster in the sulfonamide-degrader ‘Candidatus Leucobacter sulfamidivorax’ strain GP	BMC Genomics	Ana C. Reis, Boris A. Kolvenbach, Mohamed Chami, Luı́s Gales, Conceição Egas, Philippe F.-X. Corvini, Olga C. Nunes
10.1128/mra.00581-19	2019	Complete Coding Sequence of a Chikungunya Virus Strain Imported into Slovenia from Thailand in Late 2018	Microbiology Resource Announcements	Samo Zakotnik, Miša Korva, Nataša Knap, Barbara Robnik, Nina Gorišek Miksić, Tatjana Avšič‐Županc
10.1128/mra.00587-19	2019	Complete Genome Sequence of Agrobacterium tumefaciens Myophage Milano	Microbiology Resource Announcements	Toni Nittolo, Aravind Ravindran, Carlos F. Gonzalez, Jolene Ramsey
10.1128/mra.01045-19	2019	Complete Genome Sequence of Escherichia coli Myophage Mangalitsa	Microbiology Resource Announcements	Cameron L. Atkison, Justin X. Boeckman, Heather Newkirk, Mei Liu, Jason J. Gill, Jesse L. Cahill, Jolene Ramsey
10.1128/mra.01038-19	2019	Complete Genome Sequence of Escherichia coli Myophage Mansfield	Microbiology Resource Announcements	Genevieve M D’Souza, Kathryn Klotz, Russell Moreland, Mei Liu, Jolene Ramsey
10.1128/mra.00533-19	2019	Complete Genome Sequence of Escherichia coli Myophage Minorna	Microbiology Resource Announcements	Katherine W. Rogers, Lorna Min, Heather Newkirk, Mei Liu, Jolene Ramsey
10.1128/mra.01093-19	2019	Complete Genome Sequence of Escherichia coli Phage Paul	Microbiology Resource Announcements	Ashley Holt, R. R. Saldaña, Russell Moreland, Jason J. Gill, Mei Liu, Jolene Ramsey
10.1128/mra.01054-19	2019	Complete Genome Sequence of Escherichia coli Phage Pisces	Microbiology Resource Announcements	Haydee Diaz, Kristin D. Graham, Russell Moreland, Mei Liu, Jolene Ramsey
10.1128/mra.01056-19	2019	Complete Genome Sequence of Escherichia coli Podophage Peacock	Microbiology Resource Announcements	Erin Ruhlman, Ryan Bockoven, Russell Moreland, Mei Liu, Jolene Ramsey
10.1128/mra.01055-19	2019	Complete Genome Sequence of Escherichia coli Podophage Penshu1	Microbiology Resource Announcements	Douglas Pechacek, Myung Hwangbo, Russell Moreland, Mei Liu, Jolene Ramsey
10.1128/mra.01053-19	2019	Complete Genome Sequence of Escherichia coli Siphophage Schulenberg	Microbiology Resource Announcements	Madeline E Rivera, Heather Newkirk, Russell Moreland, Mei Liu, Jolene Ramsey
10.1128/mra.01052-19	2019	Complete Genome Sequence of Escherichia coli Siphophage Sciku	Microbiology Resource Announcements	Isla Hernandez, Micah B. Castillo, Russell Moreland, Mei Liu, Jolene Ramsey
10.1128/mra.01016-19	2019	Complete Genome Sequence of Escherichia coli Siphophage Shashou	Microbiology Resource Announcements	Tyler Higbee, Shih‐Hung Yang, Russell Moreland, Mei Liu, Jolene Ramsey
10.1128/mra.01051-19	2019	Complete Genome Sequence of Escherichia coli Siphophage Snoke	Microbiology Resource Announcements	James E. Corban, Jacob Gramer, Russell Moreland, Mei Liu, Jolene Ramsey
10.1128/mra.01049-19	2019	Complete Genome Sequence of Klebsiella pneumoniae Myophage Magnus	Microbiology Resource Announcements	Laura E. Acevedo Ugarriza, Jordyn Michalik-Provasek, Heather Newkirk, Mei Liu, Jason J. Gill, Jolene Ramsey
10.1128/mra.01047-19	2019	Complete Genome Sequence of Klebsiella pneumoniae Phage Sweeny	Microbiology Resource Announcements	Nicholas P. Martinez, Eric A. Williams, Heather Newkirk, Mei Liu, Jason J. Gill, Jolene Ramsey
10.1128/mra.01289-19	2019	Complete Genome Sequence of Klebsiella pneumoniae Siphophage Seifer	Microbiology Resource Announcements	Adam J. Salazar, Lauren E. Lessor, Chandler O’Leary, Jason J. Gill, Mei Liu
10.1128/mra.01036-19	2019	Complete Genome Sequence of Klebsiella pneumoniae Siphophage Skenny	Microbiology Resource Announcements	Jacob Gramer, Sarah E. Kenny, Heather Newkirk, Mei Liu, Jason J. Gill, Jolene Ramsey
10.1128/mra.01094-19	2019	Complete Genome Sequence of Proteus mirabilis Siphophage Saba	Microbiology Resource Announcements	James ThienToan Nguyen, Laith Harb, Russell Moreland, Mei Liu, Jason J. Gill, Jolene Ramsey
10.1128/mra.01017-19	2019	Complete Genome Sequence of Salmonella enterica Myophage Matapan	Microbiology Resource Announcements	Jasmine Juliette, Yicheng Xie, Heather Newkirk, Mei Liu, Jason J. Gill, Jolene Ramsey
10.1128/mra.01033-19	2019	Complete Genome Sequence of Salmonella enterica Siphophage Shelanagig	Microbiology Resource Announcements	Kathryn Broussard, Yicheng Xie, Heather Newkirk, Mei Liu, Jason J. Gill, Jolene Ramsey
10.1128/mra.00741-19	2019	Complete Genome Sequence of Serratia marcescens Myophage Moabite	Microbiology Resource Announcements	Lyndsey Price, Matthew Rohren, Heather Newkirk, Mei Liu, Jolene Ramsey
10.1128/mra.01046-19	2019	Complete Genome Sequence of Serratia marcescens Myophage MyoSmar	Microbiology Resource Announcements	Savannah Cooper, Quang Nguyen, Heather Newkirk, Mei Liu, Jesse L. Cahill, Jolene Ramsey
10.1128/mra.00573-19	2019	Complete Genome Sequence of Serratia marcescens Phage MTx	Microbiology Resource Announcements	Kristin D. Graham, Miranda E. Freeman, Heather Newkirk, Mei Liu, Jesse L. Cahill, Jolene Ramsey
10.1128/mra.00569-19	2019	Complete Genome Sequence of Serratia marcescens Podophage Parlo	Microbiology Resource Announcements	Ryan Bockoven, J Velazquez Gutierrez, Heather Newkirk, Mei Liu, Jesse L. Cahill, Jolene Ramsey
10.1128/mra.01037-19	2019	Complete Genome Sequence of Shelby, a Siphophage Infecting Carbapenemase-Producing Klebsiella pneumoniae	Microbiology Resource Announcements	R. R. Saldaña, Heather Newkirk, Mei Liu, Jason J. Gill, Jolene Ramsey
10.1128/mra.01048-19	2019	Complete Genome Sequence of Sin4, a Siphophage Infecting Carbapenemase-Producing Klebsiella pneumoniae	Microbiology Resource Announcements	Micah B. Castillo, Rainie Tran, Heather Newkirk, Mei Liu, Jason J. Gill, Jolene Ramsey
10.1128/mra.01050-19	2019	Complete Genome Sequence of Staphylococcus aureus Myophage Maine	Microbiology Resource Announcements	Russell Moreland, Abby M. Korn, Heather Newkirk, Mei Liu, Jason J. Gill, Jesse L. Cahill, Jolene Ramsey
10.1128/mra.00586-19	2019	Complete Genome Sequence of Staphylococcus aureus Siphophage Lorac	Microbiology Resource Announcements	Antoine Marc, Katie Cater, Rohit R. Kongari, Asma Hatoum-Aslan, Ry Young, Mei Liu
10.1128/mra.00765-19	2019	Complete Genome Sequence of Staphylococcus aureus Siphophage Sebago	Microbiology Resource Announcements	Kathryn Klotz, Abby M. Korn, Heather Newkirk, Mei Liu, Jason J. Gill, Jolene Ramsey
10.1128/mra.01095-19	2019	Complete Genome Sequence of Stenotrophomonas Phage Pokken	Microbiology Resource Announcements	Ashley N. Hayden, Nicholas P. Martinez, Russell Moreland, Mei Liu, Carlos F. Gonzalez, Jason J. Gill, Jolene Ramsey
10.1128/mra.01032-19	2019	Complete Genome Sequence of Stenotrophomonas maltophilia Podophage Ponderosa	Microbiology Resource Announcements	Alejandra Marquez, Heather Newkirk, Russell Moreland, Carlos F. Gonzalez, Mei Liu, Jolene Ramsey
10.1128/mra.01096-19	2019	Complete Genome Sequence of Vibrio natriegens Phage Phriendly	Microbiology Resource Announcements	James Clark, Adey Awah, Russell Moreland, Mei Liu, Jason J. Gill, Jolene Ramsey
10.1128/mra.01031-19	2019	Complete Genome Sequence of Xanthomonas Phage Pagan	Microbiology Resource Announcements	Marielle AX Russo, Tram Le, Russell Moreland, Carlos F. Gonzalez, Mei Liu, Jolene Ramsey
10.1128/mra.01097-19	2019	Complete Genome Sequence of Xanthomonas Siphophage Samson	Microbiology Resource Announcements	Sabrina Clark, Tram Le, Russell Moreland, Mei Liu, Carlos F. Gonzalez, Jason J. Gill, Jolene Ramsey
10.1128/mra.00748-19	2019	Complete Genome Sequence of the Novel Klebsiella pneumoniae Phage Marfa	Microbiology Resource Announcements	Laith Harb, Justin X. Boeckman, Heather Newkirk, Mei Liu, Jason J. Gill, Jolene Ramsey
10.1007/s00705-019-04307-9	2019	Complete genome sequence of a previously undescribed badnavirus occurring in Polyscias fruticosa L. (Ming aralia)	Archives of Virology	Robert A. Alvarez‐Quinto, Benham E. L. Lockhart, Neil E. Olszewski
10.3389/fimmu.2019.01420	2019	Complex Bacterial Consortia Reprogram the Colitogenic Activity of Enterococcus faecalis in a Gnotobiotic Mouse Model of Chronic, Immune-Mediated Colitis	Frontiers in Immunology	Isabella Lengfelder, Irina G. Sava, Jonathan J. Hansen, Karin Kleigrewe, Jeremy Herzog, Klaus Neuhaus, Thomas Frank Hofmann, Ryan Balfour Sartor, Dirk Haller
10.3390/cancers11111725	2019	Comprehensive Outline of Whole Exome Sequencing Data Analysis Tools Available in Clinical Oncology	Cancers	Áron Bartha, Balázs Győrffy
10.1002/wrna.1577	2019	Computational methods for ribosome profiling data analysis	Wiley Interdisciplinary Reviews - RNA	Stephen J. Kiniry, Audrey M. Michel, Pavel V. Baranov
10.1101/800573	2019	Conditional knockout of RAD51-related genes in Leishmania major reveals a critical role for homologous recombination during genome replication	bioRxiv (Cold Spring Harbor Laboratory)	Jeziel D. Damasceno, João Luís Reis-Cunha, Kathryn Crouch, Craig T. Lapsley, Luíz Ricardo Orsini Tosi, Daniella Castanheira Bartholomeu, Richard D. McCulloch
10.1007/978-3-030-34356-9_3	2019	Container Orchestration on HPC Clusters	Lecture notes in computer science	Marco Enrico Piras, Luca Pireddu, Marco Moro, Gianluigi Zanetti
10.1038/s41598-019-56407-w	2019	Crebl2 regulates cell metabolism in muscle and liver cells	Scientific Reports	Marcel Tiebe, Marilena Lutz, Deniz Senyilmaz, Aurelio A. Teleman
10.1186/s13059-019-1907-9	2019	Curing hemophilia A by NHEJ-mediated ectopic F8 insertion in the mouse	Genome biology	Jianping Zhang, Xinxin Cheng, Mei Zhao, Guohua Li, Jing Xu, Feng Zhang, Mengdi Yin, Feiying Meng, Xinyue Dai, Ya-Wen Fu, Zhi-Xue Yang, Cameron Arakaki, Ruijun Jeanna Su, Wei Wen, Wentian Wang, Wanqiu Chen, Hannah Choi, Charles Wang, Guangping Gao, Lei Zhang, Tao Cheng, Xiao‐Bing Zhang
10.3389/fpls.2019.00813	2019	Cyberinfrastructure to Improve Forest Health and Productivity: The Role of Tree Databases in Connecting Genomes, Phenomes, and the Environment	Frontiers in Plant Science	Jill Wegrzyn, Margaret A. Staton, Nathaniel Robert Street, Dorrie Main, Emily S Grau, Nic Herndon, Sean A. Buehler, Taylor Falk, Sumaira Zaman, Risharde Ramnath, Peter Rolf Richter, Lang Sun, Bradford J. Condon, Abdullah Almsaeed, Ming Chen, Chanaka Mannapperuma, Sook Jung, Stephen Patrick Ficklin
10.1371/journal.ppat.1007605	2019	Cyclical adaptation of measles virus quasispecies to epithelial and lymphocytic cells: To V, or not to V	PLoS Pathogens	Ryan C. Donohue, Christian Karl Pfaller, Roberto Cattaneo
10.1534/g3.119.400077	2019	Cyclin C Regulated Oxidative Stress Responsive Transcriptome in Mus musculus Embryonic Fibroblasts	G3 Genes Genomes Genetics	David C. Stieg, Kai‐Ti Chang, Katrina F. Cooper, Randy Strich
10.1101/813865	2019	DNA fingerprinting: an effective tool for taxonomic identification of processed precious corals	bioRxiv (Cold Spring Harbor Laboratory)	Bertalan Lendvay, Laurent E. Cartier, Mario Gysi, Joana Beatrice Meyer, Michael S. Krzemnicki, Adelgunde Kratzer, Nadja V. Morf
